Product Name,Product Price,Sale Discount (%),Discounted Price,Best Seller Rating,Rating Count,Ship From,Sold By,Product Description,Number Bought in the Past Month,Category Name,All Available Images
Sports Product 49,125.83,70.83464699662575,36.7,4.4,275,Germany,Seller_252,This is a description for Sports Product 49.,252,Sports,https://example.com/Sports_Product_49.jpg
Computers Product 929,4875.76,76.00657666260076,1169.86,4.9,858,China,Seller_23,This is a description for Computers Product 929.,175,Computers,https://example.com/Computers_Product_929.jpg
Books Product 112,4271.31,82.80598669761076,734.41,4.1,36,USA,Seller_140,This is a description for Books Product 112.,192,Books,https://example.com/Books_Product_112.jpg
Sports Product 935,3905.7,85.81283049246025,554.11,4.1,356,Germany,Seller_363,This is a description for Sports Product 935.,426,Sports,https://example.com/Sports_Product_935.jpg
Kitchen Product 345,4726.18,75.73462017938112,1146.83,4.7,917,China,Seller_271,This is a description for Kitchen Product 345.,39,Kitchen,https://example.com/Kitchen_Product_345.jpg
Sports Product 990,4274.24,58.7254585951123,1764.17,4.0,298,China,Seller_54,This is a description for Sports Product 990.,317,Sports,https://example.com/Sports_Product_990.jpg
Shoes Product 149,4828.97,77.12442772474807,1104.65,4.6,467,USA,Seller_384,This is a description for Shoes Product 149.,199,Shoes,https://example.com/Shoes_Product_149.jpg
Shoes Product 579,1333.17,79.83476915781254,268.84,4.0,725,India,Seller_452,This is a description for Shoes Product 579.,442,Shoes,https://example.com/Shoes_Product_579.jpg
Shoes Product 100,2262.72,69.44045073161267,691.48,3.5,137,India,Seller_13,This is a description for Shoes Product 100.,358,Shoes,https://example.com/Shoes_Product_100.jpg
Electronics Product 228,3684.38,53.25799505795543,1722.15,4.5,135,Germany,Seller_361,This is a description for Electronics Product 228.,229,Electronics,https://example.com/Electronics_Product_228.jpg
Toys Product 151,2710.8,79.35719080937938,559.59,4.7,684,Germany,Seller_212,This is a description for Toys Product 151.,202,Toys,https://example.com/Toys_Product_151.jpg
Automotive Product 712,936.76,71.49756132364166,267.0,3.7,846,China,Seller_485,This is a description for Automotive Product 712.,88,Automotive,https://example.com/Automotive_Product_712.jpg
Books Product 713,442.35,61.714388295906474,169.36,5.0,941,China,Seller_20,This is a description for Books Product 713.,397,Books,https://example.com/Books_Product_713.jpg
Automotive Product 295,2556.28,75.99897648947812,613.53,4.4,746,China,Seller_355,This is a description for Automotive Product 295.,415,Automotive,https://example.com/Automotive_Product_295.jpg
Beauty Product 83,530.7,88.64171746129956,60.28,4.7,693,China,Seller_468,This is a description for Beauty Product 83.,97,Beauty,https://example.com/Beauty_Product_83.jpg
Kitchen Product 938,554.23,85.20059985862824,82.02,5.0,990,China,Seller_283,This is a description for Kitchen Product 938.,464,Kitchen,https://example.com/Kitchen_Product_938.jpg
Kitchen Product 442,3509.49,70.58436900979072,1032.34,4.9,39,China,Seller_321,This is a description for Kitchen Product 442.,305,Kitchen,https://example.com/Kitchen_Product_442.jpg
Clothing Product 884,811.99,80.13917483666586,161.27,4.0,393,USA,Seller_389,This is a description for Clothing Product 884.,96,Clothing,https://example.com/Clothing_Product_884.jpg
Kitchen Product 301,3097.83,59.44938662894692,1256.19,4.8,158,Germany,Seller_451,This is a description for Kitchen Product 301.,376,Kitchen,https://example.com/Kitchen_Product_301.jpg
Toys Product 260,1488.62,89.04089505363254,163.14,4.5,860,USA,Seller_392,This is a description for Toys Product 260.,456,Toys,https://example.com/Toys_Product_260.jpg
Clothing Product 85,3891.32,67.72174415490171,1256.05,4.4,990,USA,Seller_269,This is a description for Clothing Product 85.,196,Clothing,https://example.com/Clothing_Product_85.jpg
Sports Product 916,2356.54,51.100445449262764,1152.34,4.7,934,India,Seller_372,This is a description for Sports Product 916.,307,Sports,https://example.com/Sports_Product_916.jpg
Shoes Product 872,461.56,64.87613240197972,162.12,4.6,988,China,Seller_434,This is a description for Shoes Product 872.,272,Shoes,https://example.com/Shoes_Product_872.jpg
Clothing Product 491,3820.96,63.166891824707534,1407.38,4.6,898,India,Seller_36,This is a description for Clothing Product 491.,47,Clothing,https://example.com/Clothing_Product_491.jpg
Sports Product 815,1415.53,55.434213472149054,630.84,4.7,443,China,Seller_116,This is a description for Sports Product 815.,254,Sports,https://example.com/Sports_Product_815.jpg
Computers Product 807,4346.43,66.0864094908354,1474.03,4.3,515,India,Seller_407,This is a description for Computers Product 807.,146,Computers,https://example.com/Computers_Product_807.jpg
Sports Product 884,2105.33,55.82640867828885,930.0,4.0,783,India,Seller_271,This is a description for Sports Product 884.,199,Sports,https://example.com/Sports_Product_884.jpg
Kitchen Product 619,3148.06,79.88972981258567,633.08,4.4,470,China,Seller_170,This is a description for Kitchen Product 619.,275,Kitchen,https://example.com/Kitchen_Product_619.jpg
Kitchen Product 387,696.33,54.96708521630651,313.58,4.5,201,China,Seller_323,This is a description for Kitchen Product 387.,473,Kitchen,https://example.com/Kitchen_Product_387.jpg
Books Product 724,4020.11,79.07242927806969,841.31,4.6,939,Germany,Seller_500,This is a description for Books Product 724.,196,Books,https://example.com/Books_Product_724.jpg
Kitchen Product 267,2244.18,54.822958700913546,1013.85,4.9,625,India,Seller_128,This is a description for Kitchen Product 267.,46,Kitchen,https://example.com/Kitchen_Product_267.jpg
Automotive Product 178,2447.23,61.868750508762616,933.16,4.3,900,India,Seller_67,This is a description for Automotive Product 178.,36,Automotive,https://example.com/Automotive_Product_178.jpg
Books Product 551,4929.42,59.51666443914606,1995.59,4.5,284,USA,Seller_409,This is a description for Books Product 551.,450,Books,https://example.com/Books_Product_551.jpg
Clothing Product 845,542.97,89.07599267237606,59.31,4.3,694,USA,Seller_302,This is a description for Clothing Product 845.,475,Clothing,https://example.com/Clothing_Product_845.jpg
Clothing Product 696,3160.97,56.83331036654252,1364.49,3.9,958,India,Seller_41,This is a description for Clothing Product 696.,124,Clothing,https://example.com/Clothing_Product_696.jpg
Shoes Product 259,3953.05,52.32836149725826,1884.48,4.8,99,India,Seller_304,This is a description for Shoes Product 259.,494,Shoes,https://example.com/Shoes_Product_259.jpg
Books Product 421,2713.65,67.353309560879,885.92,4.6,539,Germany,Seller_41,This is a description for Books Product 421.,475,Books,https://example.com/Books_Product_421.jpg
Shoes Product 676,321.63,79.9223769673898,64.58,3.8,68,Germany,Seller_63,This is a description for Shoes Product 676.,453,Shoes,https://example.com/Shoes_Product_676.jpg
Automotive Product 416,4669.51,70.81673923332323,1362.72,3.5,817,India,Seller_395,This is a description for Automotive Product 416.,294,Automotive,https://example.com/Automotive_Product_416.jpg
Beauty Product 240,1568.54,76.93797815028276,361.74,4.6,104,India,Seller_192,This is a description for Beauty Product 240.,218,Beauty,https://example.com/Beauty_Product_240.jpg
Shoes Product 744,4823.47,77.65924048087344,1077.6,4.6,524,USA,Seller_194,This is a description for Shoes Product 744.,16,Shoes,https://example.com/Shoes_Product_744.jpg
Beauty Product 619,1476.72,87.3071026064424,187.44,4.2,779,China,Seller_152,This is a description for Beauty Product 619.,70,Beauty,https://example.com/Beauty_Product_619.jpg
Automotive Product 532,2370.07,87.26936246479767,301.73,4.4,571,USA,Seller_118,This is a description for Automotive Product 532.,192,Automotive,https://example.com/Automotive_Product_532.jpg
Books Product 170,1957.2,57.380926844200246,834.14,4.4,630,India,Seller_191,This is a description for Books Product 170.,334,Books,https://example.com/Books_Product_170.jpg
Books Product 155,3672.81,77.86046047140077,813.14,4.4,961,China,Seller_114,This is a description for Books Product 155.,159,Books,https://example.com/Books_Product_155.jpg
Shoes Product 381,2238.81,71.58728992588979,636.11,4.3,980,China,Seller_170,This is a description for Shoes Product 381.,235,Shoes,https://example.com/Shoes_Product_381.jpg
Toys Product 737,3328.64,83.55304053128609,547.46,4.9,565,China,Seller_268,This is a description for Toys Product 737.,139,Toys,https://example.com/Toys_Product_737.jpg
Kitchen Product 301,3072.6,60.18443923497435,1223.37,4.4,423,USA,Seller_326,This is a description for Kitchen Product 301.,29,Kitchen,https://example.com/Kitchen_Product_301.jpg
Automotive Product 767,2402.44,77.5592356481693,539.13,3.9,925,India,Seller_110,This is a description for Automotive Product 767.,226,Automotive,https://example.com/Automotive_Product_767.jpg
Electronics Product 51,3430.1,71.83442219038157,966.11,4.9,348,USA,Seller_225,This is a description for Electronics Product 51.,357,Electronics,https://example.com/Electronics_Product_51.jpg
Clothing Product 922,4579.99,83.9748439907724,733.95,4.7,471,India,Seller_258,This is a description for Clothing Product 922.,19,Clothing,https://example.com/Clothing_Product_922.jpg
Clothing Product 212,2836.79,78.68491809273016,604.66,4.6,635,India,Seller_78,This is a description for Clothing Product 212.,405,Clothing,https://example.com/Clothing_Product_212.jpg
Shoes Product 562,3736.06,86.01379365462695,522.53,4.0,404,USA,Seller_293,This is a description for Shoes Product 562.,266,Shoes,https://example.com/Shoes_Product_562.jpg
Electronics Product 759,4311.92,64.45986597605705,1532.46,4.0,444,Germany,Seller_295,This is a description for Electronics Product 759.,273,Electronics,https://example.com/Electronics_Product_759.jpg
Shoes Product 222,4374.24,61.329271817721335,1691.55,3.6,743,China,Seller_140,This is a description for Shoes Product 222.,227,Shoes,https://example.com/Shoes_Product_222.jpg
Kitchen Product 931,3127.32,64.30930866834667,1116.16,4.8,451,China,Seller_3,This is a description for Kitchen Product 931.,243,Kitchen,https://example.com/Kitchen_Product_931.jpg
Toys Product 632,2621.18,80.25654374334745,517.51,4.4,452,USA,Seller_90,This is a description for Toys Product 632.,81,Toys,https://example.com/Toys_Product_632.jpg
Beauty Product 690,2079.64,54.51391647766647,945.95,5.0,84,India,Seller_433,This is a description for Beauty Product 690.,215,Beauty,https://example.com/Beauty_Product_690.jpg
Shoes Product 503,1944.56,54.368062014507416,887.34,3.8,700,India,Seller_19,This is a description for Shoes Product 503.,53,Shoes,https://example.com/Shoes_Product_503.jpg
Books Product 892,4634.78,64.44272356744645,1648.0,4.3,414,USA,Seller_65,This is a description for Books Product 892.,43,Books,https://example.com/Books_Product_892.jpg
Computers Product 769,3279.3,71.88761878529537,921.89,4.5,212,USA,Seller_15,This is a description for Computers Product 769.,131,Computers,https://example.com/Computers_Product_769.jpg
Kitchen Product 965,379.97,84.42136978929722,59.19,4.4,760,India,Seller_258,This is a description for Kitchen Product 965.,43,Kitchen,https://example.com/Kitchen_Product_965.jpg
Toys Product 127,4159.47,53.45044656742811,1936.21,3.7,440,China,Seller_346,This is a description for Toys Product 127.,109,Toys,https://example.com/Toys_Product_127.jpg
Automotive Product 878,1716.04,56.12704990946052,752.88,4.5,269,USA,Seller_139,This is a description for Automotive Product 878.,181,Automotive,https://example.com/Automotive_Product_878.jpg
Automotive Product 736,4848.96,79.02792012140925,1016.93,3.9,89,Germany,Seller_202,This is a description for Automotive Product 736.,254,Automotive,https://example.com/Automotive_Product_736.jpg
Shoes Product 260,1510.34,53.15620114903507,707.5,4.4,800,Germany,Seller_489,This is a description for Shoes Product 260.,463,Shoes,https://example.com/Shoes_Product_260.jpg
Computers Product 134,3669.69,80.31726295392957,722.3,3.8,704,USA,Seller_16,This is a description for Computers Product 134.,151,Computers,https://example.com/Computers_Product_134.jpg
Clothing Product 146,3218.32,53.28845846455985,1503.33,4.3,809,Germany,Seller_490,This is a description for Clothing Product 146.,479,Clothing,https://example.com/Clothing_Product_146.jpg
Electronics Product 763,4475.43,63.80634570322217,1619.82,4.6,333,China,Seller_28,This is a description for Electronics Product 763.,65,Electronics,https://example.com/Electronics_Product_763.jpg
Sports Product 868,1244.33,55.35573798285867,555.52,4.7,189,Germany,Seller_385,This is a description for Sports Product 868.,299,Sports,https://example.com/Sports_Product_868.jpg
Automotive Product 28,580.19,57.08595890884238,248.98,3.9,138,India,Seller_135,This is a description for Automotive Product 28.,204,Automotive,https://example.com/Automotive_Product_28.jpg
Electronics Product 65,1957.44,87.42926267398423,246.06,4.0,970,USA,Seller_279,This is a description for Electronics Product 65.,496,Electronics,https://example.com/Electronics_Product_65.jpg
Kitchen Product 924,2112.64,64.8045096531124,743.55,4.5,612,China,Seller_381,This is a description for Kitchen Product 924.,271,Kitchen,https://example.com/Kitchen_Product_924.jpg
Automotive Product 975,1016.43,57.864970899451876,428.27,4.8,916,USA,Seller_436,This is a description for Automotive Product 975.,462,Automotive,https://example.com/Automotive_Product_975.jpg
Kitchen Product 849,2507.89,64.9364480743785,879.36,4.3,533,Germany,Seller_144,This is a description for Kitchen Product 849.,491,Kitchen,https://example.com/Kitchen_Product_849.jpg
Automotive Product 500,3597.14,82.32753828439905,635.7,3.9,972,China,Seller_15,This is a description for Automotive Product 500.,54,Automotive,https://example.com/Automotive_Product_500.jpg
Automotive Product 145,186.49,62.94082929543622,69.11,4.7,317,India,Seller_98,This is a description for Automotive Product 145.,289,Automotive,https://example.com/Automotive_Product_145.jpg
Kitchen Product 494,178.3,61.87024428960358,67.99,4.9,338,India,Seller_72,This is a description for Kitchen Product 494.,199,Kitchen,https://example.com/Kitchen_Product_494.jpg
Automotive Product 813,2120.43,88.39963624913773,245.98,3.9,211,Germany,Seller_368,This is a description for Automotive Product 813.,211,Automotive,https://example.com/Automotive_Product_813.jpg
Computers Product 331,4008.28,58.146109478249016,1677.62,4.7,191,China,Seller_241,This is a description for Computers Product 331.,298,Computers,https://example.com/Computers_Product_331.jpg
